Object Unique ID,Level,File name,File use,Type of Resource,Language,Title,Variant,Variant.1,Variant.2,Corporate:Creator,Corporate:enacting jurisdiction,Corporate:issuing body,Corporate:issuing body.1,Corporate:issuing body.2,Date:creation,Date:begin,Date:end,Identifier:OCLC number,bib,Note:,Note:.1,Note:.2,Note:.3,Note:.4,Note:.5,Note:.6,Note:description,Note:material details,Note:physical description,Note:publication,Person:Creator,Person:author,Person:issuing body,Person:issuing body.1,bibex,FAST Name,FAST Corporate,FAST Conference,FAST Topic,FAST Geographic,FAST Genre
N65537#154,Object,,,text,spa  - Spanish; Castilian ,"El Presidente de la República se ha servido dirigirme el decreto que sigue ... Porfirio Diaz, Presidente constitucional ... el Congreso de los Estados-Unidos Mexicanos decreta ... Artículo único. Queda prohibida la circulación de la moneda, que por limaduras, horadaciones, ó por cualquiera otro motivo, que no sea el de su uso ordinario, haya sufrido alteracion en su peso legal",,,,,Mexico,"Mexico, Secretaría de Hacienda y Crédito Público","Mexico, President (1884-1911 : Díaz)","Mexico, Congreso",1889,1889-01-01,1889-12-31,1004524085,b9585809,Title from first lines of text,Verso of sheet blank,At head of sheet: Secretaria de Estado y del Despacho de Hacienda y de Credito Publico. Seccion 6a,Signed: Dublan,"Dated: México, 31 de Mayo de 1889",,,"Decree issued by the Treasury department during the administration of Porfirio Díaz, outlawing the circulation of altered coinage",text,1 sheet ; 34 x 22 cm,Mexico : publisher not identified,,,"Dublán, Manuel, 1830?-1891",,b9585809x,,,,Finance | Money--Law and legislation | Politics and government,Mexico,
N65537#153,Object,,,text,spa  - Spanish; Castilian ,"El C. Presidente de la República se ha servido dirigirme el decreto siguiente ... Porfirio Diaz, Presidente constitucional ... he tenido á bien decretar lo que sigue ... Frac. I. A. Los carros que, dentro de los límites de esta capital, transporten materiales ú otros objetos de cualquiera clase, deberán ser de cuatro ruedas y tirados solo por dos animales",,,,,Mexico,"Mexico, Secretaría de Gobernación","Mexico, President (1884-1911 : Díaz)","Mexico, Congreso",1889,1889-01-01,1889-12-31,1004526009,b9585810,Title from first lines of text,At head of sheet: Secretaria de Estado y del Despacho de Gobernacion. Mexico. Seccion 2a,Signed in print: Romero Rubio,Dated: México. Febrero 28 de 1889,,,,"Decree issued by the Secretaria de Gobernación during the administration of Porfirio Díaz, regulating the use of animal-drawn carts and carriages in order to preserve stone-paved streets of Mexico City",text,1 sheet (2 unnumbered pages) ; 34 x 22 cm,Mexico : publisher not identified,,,"Romero Rubio, Manuel, 1828-1895",,b95858106,,,,Politics and government,Mexico | Mexico City (Mexico),
N65537#27,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. Vice-Presidente de los Estados-Unidos Mexicanos, se ha servido dirigirme el decreto que sigue ... Art. 1o. El manifiesto prevenido en el art. 7o. de la ley de 16 de noviembre de 1827, debe comprender los fardos, cajas, barriles y demas piezas de qie se componga el cargamento, espresándose en general su contenido y poniendo su número por guarismo y letra, y las marcas y números correspondientes",,,,,Mexico,"Mexico, Secretaría de Hacienda",,,1831,1831-01-01,1831-12-31,993631981,b9478092,Title from first lines of text,At upper left of first page: Secretaria de Hacienda. Departamento de Gobierno. Seccion 1a,Circular dated and signed at end: México 31 de marzo de 1831. Mangino,Special Collections copy signed with manuscript flourish,,,,,text,"3 unnumbered pages ; 30 x 42 cm, folded to 30 x 21 cm",Mexico : publisher not identified,,,"Mangino, Rafael, 1788-1837",,b94780924,,,,Smuggling--Law and legislation | Taxation--Law and legislation,Mexico,
N65537#141,Object,,,text,spa  - Spanish; Castilian ,"Artículo único. Es Presidente Constitucional de la República por voluntad de la Nacion y para el cuatrienio que comienza el primero de Diciembre próximo, el C. Ignacio Comonfort",Exmo. Sr. Presidente de la República se ha servido dirigirme el decreto que sigue,,,,Mexico,"Mexico, Secretaría de Gobernación","Mexico, President (1855-1858 : Comonfort)",,1857,1857-01-01,1857-12-31,1011685552,b9619854,At head of sheet: Secretaría de Estado y del Despacho de Gobernacion,"Dated and type-signed at end: México, Noviembre 21 de 1857. Juarez",Title from first lines of decree,,,,,"Decree declaring Ignacio Comonfort president of Mexico for the term beginning on Dec. 1, 1857. Issued by Benito Juarez, while he was Ministro de Gobernacion",text,1 sheet ; 35 x 24 cm,Mexico : publisher not identified,,,"Juárez, Benito, 1806-1872",,b96198540,"Comonfort, Ignacio, 1812-1863",,,Politics and government,Mexico,History | Sources
N65537#28,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... Que en uso de las facultades estraordinarias de que me hallo investido por el congreso general, he tenido á bien decretar la reunion para el dia de mañana ... con el objeto de dictar las leyes y decretos necesarios á la conservacion de la indepedencia",,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores","Mexico, President (1829 : Guerrero)",,1829,1829-01-01,1829-12-31,1015531696,b9641373,At head of sheet: Primera Secretaria de Estado. Departamento del Interior. Seccion 1a,Title from first lines of text,Circular dated and signed at end: México 10 de diciembre de 1829. Viesca,Decree dated: 10 de diciembre de 1829,,,,Circular issued by the Secretaría de Estado communicating a presidential decree by which Vicente Guerreo called for an extraordinary meeting of the congress in order to issue emergency laws and decrees to deal with the rebellion against him,text,1 sheet ; 30 cm,Mexico : publisher not identified,,,"Viesca, Agustín, 1779-1845",,b96413736,,,,Politics and government,Mexico,History | Sources
N65537#140,Object,,,text,spa  - Spanish; Castilian ,Con esta fecha digo al Director general de Aduanas lo que sigue. Habiendo dado cuenta al Supremo Poder Ejecutivo en el oficio de V.S. de 30 de Mayo último con que acmpañó la consulta hecha por el Administrador de la Aduana de esta Capital relativa á si debia admitirse o no al público en aquella Tesorería,Circular no. 7,No. 7,,,Mexico,"Mexico, Secretaría de Hacienda","Mexico, Supremo Poder Ejecutivo (1823-1824)",,1823,1823-01-01,1823-12-31,1001313621,b9502188,Acmpañó in title is a misprint for acompañó,Circular dated and type-signed at end: México Junio 4 de 1823 ... Arrillaga,Title from first lines of text,In upper left corner: Ministerio de Hacienda. Circular,Special Collections copy signed with manuscript flourish,,,Circular communicating a decree relating to whether paper money is acceptable for customs fees,text,"1 sheet (2 unnumbered pages) ; 30 x 42 cm, folded to 30 x 21 cm",Mexico : publisher not identified,,,"Arrillaga, Francisco de",,b95021887,,,,Paper money | Politics and government | Tariff--Law and legislation,Mexico,History | Sources
N65537#29,Object,,,text,spa  - Spanish; Castilian ,"Su alteza serenísima el general presidente de la República se ha servido dirigirme el decreto que sigue ... : Artículo 1o. Se establece en el puerto de la Paz de la Baja California, una sub-comisaría de guerra, sujeta á la comisaría general de guerra y marina",,,,,Mexico,"Mexico, President (1853-1855 : Santa Anna)","Mexico, Ministerio de Guerra y Marina",,1854,1854-01-01,1854-12-31,990792060,b9463927,At head of sheet: Ministerio de Guerra y Marina. Sección orgánica,"Decree issued by Antonio López de Santa Anna as president, on 9 January 1854","Dated and signed at end: México, Enero 4 de 1854. Luis Tola",,,,,,text,1 sheet (1 unnumbered page) ; 34 cm,Mexico : publisher not identified,,"Tola, Luis",,,b94639279,,,,Military departments and divisions,"La Paz (Baja California Sur, Mexico)",History | Sources
N65537#23,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. vice-presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... el Congreso General ha decretado ... el gobierno está autorizado para admitir créditos reconocidos contra la nacion, en cuenta de los enteros que se hicieron en tesorería á virtud de los contratos y empréstitos que se celebraran","Secretaria de Hacienda, Seccion 1a",,,,Mexico,"Mexico, Secretaría de Hacienda",,,1832,1832-01-01,1832-12-31,54278342,b9474736,Title from first lines of text,"At upper left: Secretaria de Hacienda, Seccion 1a",Circular dated and signed at end: México agosto 11 de 1832. Mangino,Decree dated: 11 de agosto de 1832,Special Collections signed with manuscript flourish,,,Circular issued by the Secretaría de Hacienda communicating a national decree concerning public finance,text,"1 sheet (1 pages) ; 31 x 42 cm, folded to 31 x 21 cm",Mexico : publisher not identified,,,"Mangino, Rafael, 1788-1837",,b94747362,,,,"Finance, Public--Law and legislation | Politics and government",Mexico,Sources
N65537#24,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... que siendo urgente mi salida á mandar el Ejército, mandé escitar á las cámaras del Congreso General, para que ante ellas prestase el juramento correspondiente el presidente que durante mi ausencia ha de ejercer el supremo poder ejecutivo",,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores., Departamento del Interior",,,1829,1829-01-01,1829-12-31,54213341,b9641375,Title from caption and text,At head of sheet: Primera Secretaria de Estado. Departamento del Interior. Seccion 1a,Circular issued by the Secretaría de Estado communicating a presidential decree concerning the swearing in of José María Bocanegra as provisional president shortly after Vicente Guerrero was deposed,Circular dated and signed in print at end: México 17 de diciembre de 1829. Viesca,Decree dated: 17 de diciembre de 1829,,,,text,1 sheet ; 31 cm (fol.),Mexico : publisher not identified,,,"Viesca, Agustín, 1779-1845",,b9641375x,"Bocanegra, José María, 1787-1862",,,Inauguration | Presidents--Inauguration,,
N65537#25,Object,,,text,spa  - Spanish; Castilian ,"El Ecsmo. Sr. Presidente de los Estados unidos mexicanos se ha servido dirijirme el decreto que sigue ... 1o. El gobierno ecónomico político del distrito federal, será uniforme con el de los territorios de la federacion",,,,,Mexico,"Mexico, Primera Secretaria de Estado","Mexico, Congreso",,1826,1826-01-01,1826-12-31,960949331,b9298232,At head of sheet: Primera Secretaria de Estado. Seccion de gobierno,Signed in type: Juan José Espinosa de los Monteros,Dated at end: México 11 de Abril de 1826,Special Collections copy signed in with manuscript rubric,,,,,text,1 sheet (1 page) ; 31 cm,Mexico : publisher not identified,,,"Victoria, Guadalupe, 1786-1843","Espinosa de los Monteros, Juan José",b92982323,,,,Administrative and political divisions,Mexico | Mexico City (Mexico),History | Sources
N65537#26,Object,,,text,spa  - Spanish; Castilian ,"Don Francisco Xavier Venégas de Saavedra ... Virey, Gobernador y Capitan general de esta N.E. ... Por el Supremo Ministerio de Gracia y Justicia se me ha comunicado con fecha de 31 de Enero del presente año la Real Orden siguiente ... La guerra en que se halla empeñada la España para conservar su religion, su honor, sus propiedades y su libertad",,,,,New Spain,,,,1812,1812-01-01,1812-12-31,1011429308,b9618430,Title from first lines of text,Text dated at end: Dado en el Real Palacio de México á 16 de Octubre de 1812. Francisco Xavier Venégas,"""",Special Collections copy signed by Venegas with his manuscript flourish. Also signed by Josef Ignacio Negreyros y Soria,,,,"Broadside issued by the viceroy of New Spain, communicating a royal decree relating to the invasion of Spain by Napoleon, with references to the ""patriotismo de los Americanos Españoles, y no duda que haran quantos sacrificios sean posibles para socorrer á sus hermanos Europeos ...""",text,1 sheet ; 43 x 31 cm,Mexico : publisher not identified,,,"Venegas, Francisco Xavier, 1760-1838",,b96184309,,,Napoleonic Conquest of Spain (1808-1813),Politics and government,Mexico | New Spain | Spain,History
N65537#149,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. vice-presidente de los Estados-Unidos Mexicanos, en ejercicio del supremo poder ejecutivo, se ha servido dirigirme el decreto que sigue ... Art. 1o. Son anti-constitucionales las órdenes de 20, 27 y 29 de setiembre de 1828, dictadas por el congreso de Jalisco, anulando las elecciones de Guadalajara, Zapopam y Sayula",,,,,Mexico,"Mexico, Departamento del Interior",,,1830,1830-01-01,1830-12-31,960644061,b9290590,Title from first lines of text,At head of sheet: Primera Secretaria de Estado. Departamento del Interior. Seccion 1o,"""Anastasio Bustamante.--A D. Lucas Alaman ...""",Dated end end: México 11 de febrero de 1830,Signed: Alaman,Special Collections copy signed with manuscript rubric,,Declares unconstitutional several orders that were issued by the congress of Jalisco in 1828,text,"1 folded sheet (3 pages) ; 31 x 41 cm, folded to 31 x 21 cm",Mexico : publisher not identified,,,"Bustamante, Anastasio, 1780-1853","Alamán, Lucas, 1792-1853",b92905900,,,,Elections | Politics and government,Mexico | Jalisco (Mexico),
N65537#20,Object,,,text,spa  - Spanish; Castilian ,"El Exmo. Sr. Presidente interino de la República Mexicana se ha servido dirigirme el decreto que sigue ... 1o. El Gobierno hará que pasen al Banco de amortizacion los bienes de temporalidades de ex-Jesuitas y de la extinguida Inquisicion, para que los administre y cumpla con todas las cargas de justicia á que estén afectos",,,,,Mexico,"Mexico, President (1836-1837 : Corro)","Mexico, Secretaría de Hacienda",,1837,1837-01-01,1837-12-31,1023436728,b9672204,Title from first lines of text,At head of sheet: Ministerio de Hacienda,""" ... Palacio del Gobierno nacional en México á 18 de Abril de 1837.==José Justo Corro.==A D. Ignacio Alas ...""","Special Collections copy with manuscript note: ""Publiquese en esta Ciudad Orizava, Mayo 9 de 1837""; also signed by two officials",,,,"Broadside issued by the Secretaría de Hacienda under interim president José Justo Corro, relating to the administration of ex-Jesuit and ex-Inquisition properties",text,1 sheet ; 30 x 21 cm,Mexico : publisher not identified,,,"Corro, José Justo, 1794-1864","Alas, Ignacio, -1843",b96722046,,Jesuits,,Inquisition | Politics and government,Mexico,History | Sources
N65537#148,Object,,,text,spa  - Spanish; Castilian ,"El Exmo. Sr. Presidente sustituto de la República se ha servido dirigirme el decreto que sigue ... Ignacio Comonfort, Presidente sustituto de la República Mexicana ...he venido en decretar lo que sigue: Art. 1o. El dia 19 del presente mes, á las diez de la mañana, jurarán la Constitucion ante el Presidente de la República, los Secretarios del despacho, los Presidentes de la Suprema Corte de Justicia y de la Marcial",,,,,Mexico,"Mexico, President (1855-1858 : Comonfort)","Mexico, Secretaría de Gobernación",,1857,1857-01-01,1857-12-31,1011686368,b9619871,Title from first lines of text,Pages [3]-[4] blank,At head of sheet: Secretaria de Estado y del Despacho de Gobernacion. Seccion 2a,"Dated and type-signed on page [2}: México, Marzo 17 de 1857. Llave",,,,"Circular issued during the administration of interim president Ignacio Comonfort, relating to the swearing in of various cabinet officers",text,"1 sheet (4 unnumbered pages) ; 33 x 44 cm, folded to 33 x 22 cm",Mexico : publisher not identified,,,"Llave, Ignacio de la, 1818-1863","Comonfort, Ignacio, 1812-1863",b96198710,,,,Politics and government,Mexico,History | Sources
N65537#21,Object,,,text,spa  - Spanish; Castilian ,"El Supremo Poder Ejecutivo me ha dirigido el decreto que sigue. El Supremo Poder Ejecutivo nombrado provisionalmente por el Soberano Congreso Mexicano a todos los que las presentes vieren ... Núm. 167 El Soberano Congreso Mexico á tenido á bien decretár: que hoy se cierren sus Seciones, por haber llegado el caso de que se pueda celebrár la primera junta preparatoria para la instalación del Congreso Constituyente",,,,"Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores., Sección de Gobierno núm. 167",Mexico,"Mexico, Supremo Poder Ejecutivo (1823-1824)","Mexico, Congreso Constituyente (1821-1823)",,1823,1823-01-01,1823-12-31,992447426,b9473523,At upper right: Primera Secretaria de Estado. Sección de Gobierno,Circular communicating a decree closing the current sessions of the Mexican Congress,Title from first lines of text,Circular dated and signed at end: México 30. de octubre de 1823. Alaman,Special Collections copy signed with manuscript flourish,,,,text,"1 sheet (1 page) ; 21 x 32 cm, folded to 21 x 16 cm",Mexico : publisher not identified,,,"Alamán, Lucas, 1792-1853",,b94735232,,Mexico. Congreso Constituyente (1821-1823),,Politics and government,Mexico,
N65537#147,Object,,,text,spa  - Spanish; Castilian ,"El Exmô. Sr. Gefe Político Superior me dice con fecha 11 del actual lo que sigue. ""Exmô. Sr. Vió la Diputacion Provincial el Decreto de la Junta instituyente de 20 del último Diciembre, sancionado al dia siguiente por S.M.I.""",,,,,Mexico,"Mexico, Secretaría de Hacienda","Mexico, Junta Nacional Instituyente (1822-1823)",,1823,1823-01-01,1823-12-31,999610837,b9498477,At head of title: Ministerio de Hacienda,"Dated: Mexico 14 de Enero de 1823, tercero de la Independencia del Imperio",Signed: Medina,,,,,,text,"1 sheet (3 unnumbered pages) ; 31 x 43 cm, folded to 31 x 22 cm",Mexico : publisher not identified,,,"Iturbide, Agustín de, 1783-1824",,b94984773,,,,"Finance, Public | Taxation",Mexico,
N65537#22,Object,,,text,spa  - Spanish; Castilian ,"El Supremo Poder Ejécutivo me ha dirigido el Decreto que sigue. El Supremo Poder Ejecutivo nombrado provicionalmente por el Soberano Congreso Mexicano, á todos los que las presentes vieren y entendieren, sabed: que el Soberano Congreso Constituyente ha decretado lo siguiente. Num. 4. El Soberano Congreso Constituyente Mexicano ha Decretado que se suspende por esta vez el articulo 315. de la Constitución que interinamente rige y prevenía la renovacion por mitad de los Ayuntamientos",,,,,Mexico,"Mexico, Congreso Constituyente (1821-1823)","Mexico, Supremo Poder Ejecutivo (1823-1824)",,1823,1823-01-01,1823-12-31,993005450,b9474627,Upper left of sheet: Primera Secretaría de Estado. Sección de Gobierno,Circular communicating a decree that suspends article 315 of the Mexican constitution,Title from first lines of text,Circular dated and signed at end: México 29 de Noviembre de 1823 ... Alamán,,,,,text,"1 sheet (2 pages) ; 20 x 32 cm, folded to 20 x 16 cm",Mexico : publisher not identified,,,"Alamán, Lucas, 1792-1853",,b94746278,,,,Politics and government,Mexico,History | Sources
N65537#146,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. vice-presidente de los Estados-Unidos Mexicanos, en ejercicio del supremo poder ejecutivo, se ha servido dirigirme el decreto que sigue ... Se autoriza al gobierno para que de cualquiera clase de fondos públicos disponibles, invierta hasta doce mil pesos en socorro de los infelices contagiados en el distrito",,,,"Mexico, Departamento del Interior | Mexico, Secretaría de Estado",Mexico,,,,1830,1830-01-01,1830-12-31,960641891,b9290506,Title from first lines of text,At head of sheet: Primera secretaria de estado. Departamento del interior. Seccion 1a,Dated at end: México 8 de febrero de 1830. Alaman,Special Collections copy signed with manuscript rubric,,,,"Decree authorizing up to 12,000 pesos from public funds be spent on aiding those suffering from an epidemic in Mexico City",text,1 folded sheet (1 pages) ; 29 x 41 cm folded to 29 x 20 cm,Mexico : publisher not identified,,,"Bustamante, Anastasio, 1780-1853","Alamán, Lucas, 1792-1853",b92905067,,,,Epidemics | Public health,Mexico City (Mexico),
N65537#145,Object,,,text,spa  - Spanish; Castilian ,"El Exmo. Sr. vice-presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... se dispensa al ciudadano Manuel Mugarrieta la falta de haberse casado sin licencia, para que su esposa é hijos pueden gozar la pension del monte pio","Secretaria de Hacienda, Seccion 1a",,,,Mexico,"Mexico, Secretaría de Hacienda",,,1834,1834-01-01,1834-12-31,54238022,b9480352,"Circular issued by the Secretaría de Hacienda under Vice- President Gómez Farías, communicating a national decree pardoning M. Mugarrieta for marrying without a license",Circular dated and signed at end: México 11 de enero de 1834. Antonio Garay,Decree dated: 11 de enero de 1834,,,,,,text,1 sheet (1 page) ; 30 x 21 cm,Mexico : publisher not identified,,,"Gómez Farías, Valentín, 1781-1858","Garay, Antonio",b94803523,,,,Common law marriage | Marriage | Marriage law | Marriage licenses | Pardon | Pensions--Law and legislation,Mexico,
N65537#144,Object,,,text,spa  - Spanish; Castilian ,"El Ecsmo. Sr. Presidente de los Estados unidos Mexicanos, se ha servido dirijirme el decreto que sigue ... 1o. Se habilita el puerto de Tuxpan en el estado de Puebla. 2o. Se establecerá una receptoría en el punto que el gobierno crea mas oportuno",,,,,Mexico,"Mexico, Secretaría de Hacienda",,,1826,1826-01-01,1826-12-31,995412111,b9483962,Title from first lines of text,Dated: México 18 de Abril de 1826,At head of sheet: Secretaria de Hacienda. Seccion 1a,Type-signed: Esteva,,,,"Circular issued by the Secretaria de Hacienda under President Guadalupe Victoria, communicating a decree relating to the port of Tuxpan, in present-day Veracruz, but then within the boundaries of the state of Puebla",text,"1 sheet (1 unnumbered page) ; 21 x 30 cm, folded to 21 x 15 cm",Mexico : publisher not identified,,,"Victoria, Guadalupe, 1786-1843","Esteva, José Ignacio, 1782-1830",b94839621,,,,,Mexico,
N65537#143,Object,,,text,spa  - Spanish; Castilian ,"Mejicanos, los representantes de Inglaterra, Francia y España cumplen un deber sagrado dándoos á conocer sus intenciones desde el instante en que han pisado el territorio de la República","Mexicanos, los representantes de Inglaterra, Francia y España cumplen un deber sagrado",,,,,,,,1862,1862-01-01,1862-12-31,1026418161,b9674596,Title from caption,"""Mejicanos: escuchad la voz de los Aliados, áncora de salvacion en la deshecha borrasca que venis corriendo, entregaos con la mayor confianza á su buena fé y rectas intenciones no temais nada por los espirítus inquietos y bulliciosos...""",Dated: 10 de Enero de 1862,"Typesigned: Charles Lennox Wyke, Hugh Dunlop, E. Jurien Lagraviere, Dubois de Saligny, El Conde de Reus",Special Collections copy housed in a half morocco and cloth slipcase and chemise,,,"Broadside issued by representatives of the French, Spanish, and British governments, who had just arrived at Veracruz to collect debts owed to their governments by Mexico. This European incursion culminated later with the installation of the Austrian Archduke Maximilian as Emperor of Mexico",text,1 sheet ; 37 x 23 cm,Veracruz : publisher not identified,,"Prim y Prats, Juan, marqués de los Castillejos, 1814- 1870 | Wyke, C. Lennox, Sir | Dunlop, Hugh, 1812-1887 | Jurien de La Gravière, Jean Pierre Edmond, 1812-1892 | Dubois de Saligny, A.",,,b96745964,,,European Intervention in Mexico (1861-1867),Politics and government,Mexico,History | Sources
