,bibex,bib,filename,Object Unique ID,Level,file_name,File use,Type of Resource,Language,Language2,Title,Subtitle,Translation,Variant,Variant2,Variant3,Variant4,Corporate:Creator,Corporate:Creator2,Corporate:Creator3,Corporate:Creator4,Corporate:Creator5,Corporate:author,Corporate:enacting jurisdiction,Corporate:issuing boday,Corporate:issuing body,Corporate:issuing body 2,Corporate:issuing body 3,Corporate:printer,Corporate:publisher,Date:creation,Date:production,Identifier:OCLC number,Note:,Note:2,Note:3,Note:4,Note:5,Note:6,Note:7,Note:description,Note:material details,Note:physical description,Note:publication,Note:publication2,Note:table of contents,Person:Creator,Person:Creator2,Person:Creator3,Person:Creator4,Person:Creator5,Person:Creator6,Person:Creator7,Person:Creator8,Person:author,Person:issuing body,Person:issuing body 2,Person:issuing body 3,Person:printer,Person:printer2,Subject:genre,Subject:genre2,Subject:geographic,Subject:topic,Subject:topic2,Unnamed: 63
315,b92672322,b9267232,b92672322_2.tif,N65537#184,Object,,,text,,,"La Regencia del Imperio se ha servido dirigirme el decreto que sigue ... : que el Soberano Congreso Constituyente Mexicano ha decretado lo siguiente ... Los individuos que se comisionen cerca de las Provincias designadas por la Junta provisional gubernativa, deberan ser nativos del pais, o con residencia a lo menos de siete años",,,Decreto,Núm. 23,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)","Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores,",,,,1822,,957357056.0,Caption and part of text used as title,At upper left: Primera Secretaría de Estado,At head of sheet: Núm. 23,"Decree dated and signed p. [2]: México a cuatro de Mayo de mil ochocientos veinte y dos ... Francisco Garcia Cantarines, presidente .","Text transmitting the decree dated and signed p. [2]: En México á 7 de Mayo de 1822 ... Agustin de Iturbide, presidente .",Document dated and signed at end: México 7 de mayo de 1822 ... Herrera,,"Decree declaring that individuals commisioned near the provinces, as designated by the provisional government, should be natives of the country, or residents for at least seven years",text,1 sheet ([2] pages) , 31 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831","Iturbide, Agustín de, 1783-1824",,,,,,,,
316,b92674951,b9267495,n,N65537#185,Object,,,text,,,"Los Exmôs. Señores Diputados Secretarios del Soberano Congreso me dicen con fecha treinta y uno del próximo pasado Mayo lo que sigue ... : El Soberano Congreso Mexicano constituyente, excitado por alguno de sus miembros, ha dispuesto el dia de hoy que se recuerde el mas exacto cumplimiento de las órdenes que dictaron las Córtes de España ... sobre que el Gobierno y todas las Autoridades, no usen de otro lenguaje en los escritos de oficio, que del constitucional, único que aprecian los pueblos entusiastas de su libertad civil",,,Circular,,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)",,,,,1822,,957372097.0,In upper left corner: Circular. 1a. Secretaría de Estado. Seccion de Gobierno,Title from first lines of text,Dated and signed at end: México 3 de Junio de 1822 ... Herrera,"Special Collections copy with manuscript transmittal statement, signed by Gaspar Lopez, Commandant at Saltillo, June 19, 1822, addressed to the provincial governor of Texas",,,,"Circular issued by the Secretaría de Estado, transmitting a resolution by the Congreso Constituyente of Mexico reminding government officials to use constitutional language in government communications, as set forth by the Cortes of Spain in 1812",text,1 sheet ([2] pages) , 30 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,
317,b92674951,b9267495,b92674951_1.tif,N65537#185,Object,,,text,,,"Los Exmôs. Señores Diputados Secretarios del Soberano Congreso me dicen con fecha treinta y uno del próximo pasado Mayo lo que sigue ... : El Soberano Congreso Mexicano constituyente, excitado por alguno de sus miembros, ha dispuesto el dia de hoy que se recuerde el mas exacto cumplimiento de las órdenes que dictaron las Córtes de España ... sobre que el Gobierno y todas las Autoridades, no usen de otro lenguaje en los escritos de oficio, que del constitucional, único que aprecian los pueblos entusiastas de su libertad civil",,,Circular,,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)",,,,,1822,,957372097.0,In upper left corner: Circular. 1a. Secretaría de Estado. Seccion de Gobierno,Title from first lines of text,Dated and signed at end: México 3 de Junio de 1822 ... Herrera,"Special Collections copy with manuscript transmittal statement, signed by Gaspar Lopez, Commandant at Saltillo, June 19, 1822, addressed to the provincial governor of Texas",,,,"Circular issued by the Secretaría de Estado, transmitting a resolution by the Congreso Constituyente of Mexico reminding government officials to use constitutional language in government communications, as set forth by the Cortes of Spain in 1812",text,1 sheet ([2] pages) , 30 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,
318,b92674951,b9267495,b92674951_2.tif,N65537#185,Object,,,text,,,"Los Exmôs. Señores Diputados Secretarios del Soberano Congreso me dicen con fecha treinta y uno del próximo pasado Mayo lo que sigue ... : El Soberano Congreso Mexicano constituyente, excitado por alguno de sus miembros, ha dispuesto el dia de hoy que se recuerde el mas exacto cumplimiento de las órdenes que dictaron las Córtes de España ... sobre que el Gobierno y todas las Autoridades, no usen de otro lenguaje en los escritos de oficio, que del constitucional, único que aprecian los pueblos entusiastas de su libertad civil",,,Circular,,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)",,,,,1822,,957372097.0,In upper left corner: Circular. 1a. Secretaría de Estado. Seccion de Gobierno,Title from first lines of text,Dated and signed at end: México 3 de Junio de 1822 ... Herrera,"Special Collections copy with manuscript transmittal statement, signed by Gaspar Lopez, Commandant at Saltillo, June 19, 1822, addressed to the provincial governor of Texas",,,,"Circular issued by the Secretaría de Estado, transmitting a resolution by the Congreso Constituyente of Mexico reminding government officials to use constitutional language in government communications, as set forth by the Cortes of Spain in 1812",text,1 sheet ([2] pages) , 30 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,
319,b92675153,b9267515,n,N65537#186,Object,,,text,,,"La Regencia del Imperio se ha servido dirigirme el decreto que sigue ... : que el Soberano Congreso Constituyente Mexicano ha decretado lo siguiente ... Que por ahora y entre tanto S.M. resuelve otra cosa, á falta del Gefe Político, é Intendente propietarios sea Gefe Politico y presida la Diputacion Provincial",,,Decreto,Núm. 24,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)","Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores,",,,,1822,,957382474.0,Caption and part of text used as title,At upper left: Primera Secretaría de Estado,At head of sheet: Núm. 24,"Decree dated and signed p. [2]: Dado en México á seis de Mayo de mil ochocientos veinte y dos ... Francisco Garcia Cantarines, Presidente .","Text transmitting the decree dated and signed p. [3]: En México á 8 de Mayo de 1822 ... Agustin de Iturbide, Presidente .",Document dated and signed at end: México 8 de mayo de 1822 ... Herrera,,"Decree issued by the Congreso Constituyente during Iturbide's Presidency of the Regency government of Mexico, setting forth procedures for designating provincial governors",text,1 sheet ([3] pages) , 31 x 43 cm folded to 31 x 22 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831","Iturbide, Agustín de, 1783-1824",,,,,,,,
320,b92675153,b9267515,b92675153_1.tif,N65537#186,Object,,,text,,,"La Regencia del Imperio se ha servido dirigirme el decreto que sigue ... : que el Soberano Congreso Constituyente Mexicano ha decretado lo siguiente ... Que por ahora y entre tanto S.M. resuelve otra cosa, á falta del Gefe Político, é Intendente propietarios sea Gefe Politico y presida la Diputacion Provincial",,,Decreto,Núm. 24,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)","Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores,",,,,1822,,957382474.0,Caption and part of text used as title,At upper left: Primera Secretaría de Estado,At head of sheet: Núm. 24,"Decree dated and signed p. [2]: Dado en México á seis de Mayo de mil ochocientos veinte y dos ... Francisco Garcia Cantarines, Presidente .","Text transmitting the decree dated and signed p. [3]: En México á 8 de Mayo de 1822 ... Agustin de Iturbide, Presidente .",Document dated and signed at end: México 8 de mayo de 1822 ... Herrera,,"Decree issued by the Congreso Constituyente during Iturbide's Presidency of the Regency government of Mexico, setting forth procedures for designating provincial governors",text,1 sheet ([3] pages) , 31 x 43 cm folded to 31 x 22 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831","Iturbide, Agustín de, 1783-1824",,,,,,,,
321,b92675153,b9267515,b92675153_2.tif,N65537#186,Object,,,text,,,"La Regencia del Imperio se ha servido dirigirme el decreto que sigue ... : que el Soberano Congreso Constituyente Mexicano ha decretado lo siguiente ... Que por ahora y entre tanto S.M. resuelve otra cosa, á falta del Gefe Político, é Intendente propietarios sea Gefe Politico y presida la Diputacion Provincial",,,Decreto,Núm. 24,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)","Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores,",,,,1822,,957382474.0,Caption and part of text used as title,At upper left: Primera Secretaría de Estado,At head of sheet: Núm. 24,"Decree dated and signed p. [2]: Dado en México á seis de Mayo de mil ochocientos veinte y dos ... Francisco Garcia Cantarines, Presidente .","Text transmitting the decree dated and signed p. [3]: En México á 8 de Mayo de 1822 ... Agustin de Iturbide, Presidente .",Document dated and signed at end: México 8 de mayo de 1822 ... Herrera,,"Decree issued by the Congreso Constituyente during Iturbide's Presidency of the Regency government of Mexico, setting forth procedures for designating provincial governors",text,1 sheet ([3] pages) , 31 x 43 cm folded to 31 x 22 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831","Iturbide, Agustín de, 1783-1824",,,,,,,,
322,b92675323,b9267532,n,N65537#187,Object,,,text,,,"Los Exmôs. Señores Diputados Secretarios me dicen con fecha 18 de Mayo, proximo pasado, lo que sigue : En la consulta que dirigio al Soberano Congreso el Escribano D. José Ignacio Cano y Moctezuma, á cerca de si el Decreto de 19 de Abril último debe entenderse en términos que en los tres dias que señala",,,Decreto,,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)",,,,,,1822,957385351.0,At upper left of sheet: 1a. Secretaría de Estado. Seccion de Gobierno,Dated and signed in print at end: México 12 de Junio de 1822. Herrera,Special Collections copy with lower (unprinted) half of p. [3] excised,,,,,Decree clarifying an earlier decree which provided for sanctions against public funcionaries who failed to execute official orders within a prescribed period of three days,text,"1 sheet ([3] pages) ; 30 x 42, folded to 30 x 21 cm","México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,,
323,b92675323,b9267532,b92675323_1.tif,N65537#187,Object,,,text,,,"Los Exmôs. Señores Diputados Secretarios me dicen con fecha 18 de Mayo, proximo pasado, lo que sigue : En la consulta que dirigio al Soberano Congreso el Escribano D. José Ignacio Cano y Moctezuma, á cerca de si el Decreto de 19 de Abril último debe entenderse en términos que en los tres dias que señala",,,Decreto,,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)",,,,,,1822,957385351.0,At upper left of sheet: 1a. Secretaría de Estado. Seccion de Gobierno,Dated and signed in print at end: México 12 de Junio de 1822. Herrera,Special Collections copy with lower (unprinted) half of p. [3] excised,,,,,Decree clarifying an earlier decree which provided for sanctions against public funcionaries who failed to execute official orders within a prescribed period of three days,text,"1 sheet ([3] pages) ; 30 x 42, folded to 30 x 21 cm","México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,,
324,b92675323,b9267532,b92675323_2.tif,N65537#187,Object,,,text,,,"Los Exmôs. Señores Diputados Secretarios me dicen con fecha 18 de Mayo, proximo pasado, lo que sigue : En la consulta que dirigio al Soberano Congreso el Escribano D. José Ignacio Cano y Moctezuma, á cerca de si el Decreto de 19 de Abril último debe entenderse en términos que en los tres dias que señala",,,Decreto,,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)",,,,,,1822,957385351.0,At upper left of sheet: 1a. Secretaría de Estado. Seccion de Gobierno,Dated and signed in print at end: México 12 de Junio de 1822. Herrera,Special Collections copy with lower (unprinted) half of p. [3] excised,,,,,Decree clarifying an earlier decree which provided for sanctions against public funcionaries who failed to execute official orders within a prescribed period of three days,text,"1 sheet ([3] pages) ; 30 x 42, folded to 30 x 21 cm","México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,,
325,b92696946,b9269694,n,N65537#188,Object,,,text,,,"Los Exmôs. Señores Diputados Secretarios del Soberano Congreso con fecha 5 del corriente, se han servido comunicarme el Decreto que sigue ... Considerando el Soberano Congreso constituyente Mexicano ... puede evitarse a los fondos de Provincia y de los Pueblos los gastos, que no deben lastar, de portes en la correspondencia de oficio",,,Decreto,,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)","Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores,",,,,1822,,957590897.0,Caption and part of text used as title,At upper left of p. [1]: Primera Secretaría de Estado. Seccion de Gobierno,Document dated and signed at end: México 12 de Junio de 1822 ... Herrera,Special Collections copy signed with manuscript rubric,,,,"Decree issued by the Congreso and promulgated by Iturbide as Emperor of Mexico, relating to provincial expenditures. Issued by José Manual de Herrera as Secretario de Estado y del Despacho de Relaciones interiores y exteriores",text,1 sheet ([2] pages) , 21 x 32 cm folded to 21 x 15 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831","Iturbide, Agustín de, 1783-1824",,,,,,,,
326,b92696946,b9269694,b92696946_1.tif,N65537#188,Object,,,text,,,"Los Exmôs. Señores Diputados Secretarios del Soberano Congreso con fecha 5 del corriente, se han servido comunicarme el Decreto que sigue ... Considerando el Soberano Congreso constituyente Mexicano ... puede evitarse a los fondos de Provincia y de los Pueblos los gastos, que no deben lastar, de portes en la correspondencia de oficio",,,Decreto,,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)","Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores,",,,,1822,,957590897.0,Caption and part of text used as title,At upper left of p. [1]: Primera Secretaría de Estado. Seccion de Gobierno,Document dated and signed at end: México 12 de Junio de 1822 ... Herrera,Special Collections copy signed with manuscript rubric,,,,"Decree issued by the Congreso and promulgated by Iturbide as Emperor of Mexico, relating to provincial expenditures. Issued by José Manual de Herrera as Secretario de Estado y del Despacho de Relaciones interiores y exteriores",text,1 sheet ([2] pages) , 21 x 32 cm folded to 21 x 15 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831","Iturbide, Agustín de, 1783-1824",,,,,,,,
327,b92696946,b9269694,b92696946_2.tif,N65537#188,Object,,,text,,,"Los Exmôs. Señores Diputados Secretarios del Soberano Congreso con fecha 5 del corriente, se han servido comunicarme el Decreto que sigue ... Considerando el Soberano Congreso constituyente Mexicano ... puede evitarse a los fondos de Provincia y de los Pueblos los gastos, que no deben lastar, de portes en la correspondencia de oficio",,,Decreto,,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)","Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores,",,,,1822,,957590897.0,Caption and part of text used as title,At upper left of p. [1]: Primera Secretaría de Estado. Seccion de Gobierno,Document dated and signed at end: México 12 de Junio de 1822 ... Herrera,Special Collections copy signed with manuscript rubric,,,,"Decree issued by the Congreso and promulgated by Iturbide as Emperor of Mexico, relating to provincial expenditures. Issued by José Manual de Herrera as Secretario de Estado y del Despacho de Relaciones interiores y exteriores",text,1 sheet ([2] pages) , 21 x 32 cm folded to 21 x 15 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831","Iturbide, Agustín de, 1783-1824",,,,,,,,
328,b9269746x,b9269746,n,N65537#189,Object,,,text,,,"Los Exmôs. Señores D. José Mariano Mendiola, Presidente que fué en el mes anterior ... El dia de hoy ha elegido el Soberano Congreso para su Presidente al Exmo. Sr. D. Rafael Mangino",,,Circular,,,,"Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores",,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)",,,,,1822,,957595488.0,Title from caption and part of text,At upper left of page [1]: Circular. Primera Secretaría de Estado. Seccion de Gobierno,Circular dated and signed: México 26 de Junio de 1822 ... Herrera,Special Collections copy signed with manuscript rubric,,,,"Circular communicating election of Rafael Mangino as president of the Congreso. Promulgated by Iturbide as Emperor of Mexico, and issued by José Manuel de Herrera, as Secretario de Estado y del Despacho de Relaciones Interiores y Exteriores",text,1 sheet ([2] pages) , 21 x 30 cm folding to 21 x 15 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,
329,b9269746x,b9269746,b9269746x_1.tif,N65537#189,Object,,,text,,,"Los Exmôs. Señores D. José Mariano Mendiola, Presidente que fué en el mes anterior ... El dia de hoy ha elegido el Soberano Congreso para su Presidente al Exmo. Sr. D. Rafael Mangino",,,Circular,,,,"Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores",,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)",,,,,1822,,957595488.0,Title from caption and part of text,At upper left of page [1]: Circular. Primera Secretaría de Estado. Seccion de Gobierno,Circular dated and signed: México 26 de Junio de 1822 ... Herrera,Special Collections copy signed with manuscript rubric,,,,"Circular communicating election of Rafael Mangino as president of the Congreso. Promulgated by Iturbide as Emperor of Mexico, and issued by José Manuel de Herrera, as Secretario de Estado y del Despacho de Relaciones Interiores y Exteriores",text,1 sheet ([2] pages) , 21 x 30 cm folding to 21 x 15 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,
330,b9269746x,b9269746,b9269746x_2.tif,N65537#189,Object,,,text,,,"Los Exmôs. Señores D. José Mariano Mendiola, Presidente que fué en el mes anterior ... El dia de hoy ha elegido el Soberano Congreso para su Presidente al Exmo. Sr. D. Rafael Mangino",,,Circular,,,,"Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores",,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)",,,,,1822,,957595488.0,Title from caption and part of text,At upper left of page [1]: Circular. Primera Secretaría de Estado. Seccion de Gobierno,Circular dated and signed: México 26 de Junio de 1822 ... Herrera,Special Collections copy signed with manuscript rubric,,,,"Circular communicating election of Rafael Mangino as president of the Congreso. Promulgated by Iturbide as Emperor of Mexico, and issued by José Manuel de Herrera, as Secretario de Estado y del Despacho de Relaciones Interiores y Exteriores",text,1 sheet ([2] pages) , 21 x 30 cm folding to 21 x 15 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,
331,b92698505,b9269850,n,N65537#190,Object,,,text,,,"Con fecha 13 de Abril de 1821 se publicó y circuló el Decreto de las Córtes de España de 11 de Septiembre de 1820, cuyos artículos son los siguientes. Primero. Para proceder á la prision de cualquier español, previa siempre la informacion sumaria del hecho",,,Circular. Primera Secretaría de Estado. Seccion de Gobierno,,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)","Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores,",,,,1822,,957672864.0,Title from first lines of text,At upper left of p. [1]: Circular. Primera Secretaría de Estado. Seccion de Gobierno,Document dated and signed at end: México 10 de Julio de 1822 ... Herrera,Special Collections copy signed with manuscript rubric,,,,Communicates a decree by the Córtes of Spain dated 13 April 1821 relating to the detention of criminals,text,1 sheet ([3] pages) , 21 x 31 cm folded to 21 x 16 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,
332,b92698505,b9269850,b92698505_1.tif,N65537#190,Object,,,text,,,"Con fecha 13 de Abril de 1821 se publicó y circuló el Decreto de las Córtes de España de 11 de Septiembre de 1820, cuyos artículos son los siguientes. Primero. Para proceder á la prision de cualquier español, previa siempre la informacion sumaria del hecho",,,Circular. Primera Secretaría de Estado. Seccion de Gobierno,,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)","Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores,",,,,1822,,957672864.0,Title from first lines of text,At upper left of p. [1]: Circular. Primera Secretaría de Estado. Seccion de Gobierno,Document dated and signed at end: México 10 de Julio de 1822 ... Herrera,Special Collections copy signed with manuscript rubric,,,,Communicates a decree by the Córtes of Spain dated 13 April 1821 relating to the detention of criminals,text,1 sheet ([3] pages) , 21 x 31 cm folded to 21 x 16 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,
333,b92698505,b9269850,b92698505_2.tif,N65537#190,Object,,,text,,,"Con fecha 13 de Abril de 1821 se publicó y circuló el Decreto de las Córtes de España de 11 de Septiembre de 1820, cuyos artículos son los siguientes. Primero. Para proceder á la prision de cualquier español, previa siempre la informacion sumaria del hecho",,,Circular. Primera Secretaría de Estado. Seccion de Gobierno,,,,,,,,,,Mexico,,"Mexico, Congreso Constituyente (1821-1823)","Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores,",,,,1822,,957672864.0,Title from first lines of text,At upper left of p. [1]: Circular. Primera Secretaría de Estado. Seccion de Gobierno,Document dated and signed at end: México 10 de Julio de 1822 ... Herrera,Special Collections copy signed with manuscript rubric,,,,Communicates a decree by the Córtes of Spain dated 13 April 1821 relating to the detention of criminals,text,1 sheet ([3] pages) , 21 x 31 cm folded to 21 x 16 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,
334,b92698645,b9269864,n,N65537#191,Object,,,text,,,"Los Exmôs. Señores Diputados Secretarios del Soberano Congreso me dicen con fecha 13 del corriente lo que sigue ... El Soberano Congreso excitado por las comisiones ordinaria y extraordinaria de Hacienda con la necesidad de procurarse brevemente los conocimientos que puedan hallarse en las oficinas y corporaciones, para ayudar al rápido desempeno de los objetos que las están encargadas ... haciendo extensiva esta regla á todas las comisiones del Congreso",,,Primera Secretaría de Estado. Seccion de Gobierno,,,,,,,,,,Mexico,,"Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores",,,,,1822,,957675359.0,Title from first lines of text,At upper left of p. [1]: Primera Secretaria de Estado. Seccion de Gobierno,Dated and signed at end: México 20 de Julio de 1822. Herrera,Final page blank,,,,"A circular relating to communication by officials, permitting more direct access to required information for comisiones del Congreso. Issued by José Manuel de Herrera as Secretario de Estado, and promulgated by Emperor Itubide",text,1 sheet ([3] pages) , 21 x 31 cm folded to 21 x 16 cm,"México, publisher not identified",,,"Iturbide, Agustín de, 1783-1824",,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,
335,b92698645,b9269864,b92698645_1.tif,N65537#191,Object,,,text,,,"Los Exmôs. Señores Diputados Secretarios del Soberano Congreso me dicen con fecha 13 del corriente lo que sigue ... El Soberano Congreso excitado por las comisiones ordinaria y extraordinaria de Hacienda con la necesidad de procurarse brevemente los conocimientos que puedan hallarse en las oficinas y corporaciones, para ayudar al rápido desempeno de los objetos que las están encargadas ... haciendo extensiva esta regla á todas las comisiones del Congreso",,,Primera Secretaría de Estado. Seccion de Gobierno,,,,,,,,,,Mexico,,"Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores",,,,,1822,,957675359.0,Title from first lines of text,At upper left of p. [1]: Primera Secretaria de Estado. Seccion de Gobierno,Dated and signed at end: México 20 de Julio de 1822. Herrera,Final page blank,,,,"A circular relating to communication by officials, permitting more direct access to required information for comisiones del Congreso. Issued by José Manuel de Herrera as Secretario de Estado, and promulgated by Emperor Itubide",text,1 sheet ([3] pages) , 21 x 31 cm folded to 21 x 16 cm,"México, publisher not identified",,,"Iturbide, Agustín de, 1783-1824",,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,
336,b92698645,b9269864,b92698645_2.tif,N65537#191,Object,,,text,,,"Los Exmôs. Señores Diputados Secretarios del Soberano Congreso me dicen con fecha 13 del corriente lo que sigue ... El Soberano Congreso excitado por las comisiones ordinaria y extraordinaria de Hacienda con la necesidad de procurarse brevemente los conocimientos que puedan hallarse en las oficinas y corporaciones, para ayudar al rápido desempeno de los objetos que las están encargadas ... haciendo extensiva esta regla á todas las comisiones del Congreso",,,Primera Secretaría de Estado. Seccion de Gobierno,,,,,,,,,,Mexico,,"Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores",,,,,1822,,957675359.0,Title from first lines of text,At upper left of p. [1]: Primera Secretaria de Estado. Seccion de Gobierno,Dated and signed at end: México 20 de Julio de 1822. Herrera,Final page blank,,,,"A circular relating to communication by officials, permitting more direct access to required information for comisiones del Congreso. Issued by José Manuel de Herrera as Secretario de Estado, and promulgated by Emperor Itubide",text,1 sheet ([3] pages) , 21 x 31 cm folded to 21 x 16 cm,"México, publisher not identified",,,"Iturbide, Agustín de, 1783-1824",,,,,,,,,"Herrera, José Manuel de, 1776?-1831",,,,,,,,,
337,b9270072x,b9270072,b9270072x_1.tif,N65537#192,Object,,,text,,,"Habiéndose averiguado la existencia de una conspiracion que se tramaba en esta Capital contra el actual Gobierno, con la mira de establecer el Republicanismo",,,Primera Secretaria de Estado. Seccion de Gobierno habiéndose averiguado la existencia de una conspiracion,,,,,,,,,,Mexico,,"Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores",,,,,1822,,54249406.0,An order defending the government's crackdown on an alleged Republican conspiracy against Iturbide. Promulgated by José Manuel de Herrera as Secretario de Estado,Title from first lines of text,Dated and signed at end: México 27 de agosto de 1822. Herrera,,,,,,text,1 sheet ([1] pages) , 21 x 30 cm folded to 21 x 16 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831","Iturbide, Agustín de, 1783-1824",,,,,,,,
338,b92700871,b9270087,n,N65537#193,Object,,,text,,,"S.M. el Emperador se ha servido dirigirme el decreto que sigue : Agustin, por Divina Providencia y por el Congreso de la Nacion, Primer Emperador Constitucional de México ... con el fin de integrar el acto solemne de al coronacion y proclamacion de SS.MM. II. ... previniéndose que se procure conciliar el decoro y magestad que exije acto tan augusto, con el estado de penuria y escasez en que se hallan los pueblos",,,Decreto,,,,,,,,,,Mexico,,,,,,,1822,,957678564.0,Title from first lines of text,At upper left of p. [1]: 1a. Secretaría de Estado. Seccion de Estado,Signed and dated on p. [3]: México Septiembre 9 de 1822 ... Herrera,"Special Collections copy with manuscript note: ""Para el Y. Ayuntamiento de esta capital Zacatecas, Septre. 18 de 1822. Domingo Velazquez.""",,,,Decree relating to details of the coronation of Iturbide as emperor of Mexico,text,1 sheet ([3] pages) , 30 x 43 cm folded to 30 x 22 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831","Iturbide, Agustín de, 1783-1824",,,,,,,,
339,b92700871,b9270087,b92700871_1.tif,N65537#193,Object,,,text,,,"S.M. el Emperador se ha servido dirigirme el decreto que sigue : Agustin, por Divina Providencia y por el Congreso de la Nacion, Primer Emperador Constitucional de México ... con el fin de integrar el acto solemne de al coronacion y proclamacion de SS.MM. II. ... previniéndose que se procure conciliar el decoro y magestad que exije acto tan augusto, con el estado de penuria y escasez en que se hallan los pueblos",,,Decreto,,,,,,,,,,Mexico,,,,,,,1822,,957678564.0,Title from first lines of text,At upper left of p. [1]: 1a. Secretaría de Estado. Seccion de Estado,Signed and dated on p. [3]: México Septiembre 9 de 1822 ... Herrera,"Special Collections copy with manuscript note: ""Para el Y. Ayuntamiento de esta capital Zacatecas, Septre. 18 de 1822. Domingo Velazquez.""",,,,Decree relating to details of the coronation of Iturbide as emperor of Mexico,text,1 sheet ([3] pages) , 30 x 43 cm folded to 30 x 22 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Manuel de, 1776?-1831","Iturbide, Agustín de, 1783-1824",,,,,,,,
